ZAKŁAD;SUPPLIER;"2.
 PART NUMBER";ID_SAP;"3.
NAME OF THE PART";KLIENT;"4.
  PART CLASIFICATION";"5.
PPM PERFORMANCE ";"6.
 CERTYFICATE";"7.
 APPROVAL";"8.
 AUDIT RESULT";"9.
 PSCR";"10.
 LOCATION";"11.
DELIVERY SCHEDULES";"12.
 NUMBER OF INTERFERENCE";"13.
 COLLABORATION";"14.
 SCORE P/N";"15.
 SUPPLIER SCORE";"16.
 SUPPLIER CLASIFICATION";ID
PSAPT;SOLE ODERZO;897611412;5107422;Q8 NAK. DRZWI PRZEDNICH DX RS X5H;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897611512;5107422;Q8 NAK. DRZWI PRZEDNICH SX RS Z7S;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897611612;5107422;Q8 NAK. DRZWI PRZEDNICH DX RS Z7S;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897611713;5107422;Q8 NAK. DRZWI PRZEDNICH SX RS PRIMER;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897611813;5107422;Q8 NAK. DRZWI PRZEDNICH DX RS PRIMER;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897611912;5107422;Q8 NAK. DRZWI PRZEDNICH SX RS X7L;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897612012;5107422;Q8 NAK. DRZWI PRZEDNICH DX RS X7L;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897612302;5107422;Q8 NAK. DRZWI PRZEDNICH SX RS Y3S;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897612402;5107422;Q8 NAK. DRZWI PRZEDNICH DX RS Y3S;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897612502;5107422;Q8 NAK. DRZWI PRZEDNICH SX RS L1X;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897612602;5107422;Q8 NAK. DRZWI PRZEDNICH DX RS L1X;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897612702;5107422;Q8 NAK. DRZWI PRZEDNICH SX RS M8Y;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897612802;5107422;Q8 NAK. DRZWI PRZEDNICH DX RS M8Y;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897615102;5107422;Q8 NAK. DRZWI TYLNYCH SX RS C9X;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897615202;5107422;Q8 NAK. DRZWI TYLNYCH DX RS C9Y;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897615302;5107422;Q8 NAK. DRZWI TYLNYCH SX RS Z7G;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897615402;5107422;Q8 NAK. DRZWI TYLNYCH DX RS Z7G;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897615502;5107422;Q8 NAK. DRZWI TYLNYCH SX RS S9R;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897615602;5107422;Q8 NAK. DRZWI TYLNYCH DX RS S9R;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897615702;5107422;Q8 NAK. DRZWI TYLNYCH SX RS 041;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897615802;5107422;Q8 NAK. DRZWI TYLNYCH DX RS 041;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897615902;5107422;Q8 NAK. DRZWI TYLNYCH SX RS V5Z;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897616102;5107422;Q8 NAK. DRZWI TYLNYCH SX RS Y2Y;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897616202;5107422;Q8 NAK. DRZWI TYLNYCH DX RS Y2Y;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897616302;5107422;Q8 NAK. DRZWI TYLNYCH SX RS X5H;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897616402;5107422;Q8 NAK. DRZWI TYLNYCH DX RS X5H;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897616502;5107422;Q8 NAK. DRZWI TYLNYCH SX RS Z7S;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897616602;5107422;Q8 NAK. DRZWI TYLNYCH DX RS Z7S;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897616703;5107422;Q8 NAK. DRZWI TYLNYCH SX RS PRIMER;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897616803;5107422;Q8 NAK. DRZWI TYLNYCH DX RS PRIMER;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897616902;5107422;Q8 NAK. DRZWI TYLNYCH SX RS X7L;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897617002;5107422;Q8 NAK. DRZWI TYLNYCH DX RS X7L;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897617302;5107422;Q8 NAK. DRZWI TYLNYCH SX RS Y3S;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897617402;5107422;Q8 NAK. DRZWI TYLNYCH DX RS Y3S;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897617502;5107422;Q8 NAK. DRZWI TYLNYCH SX RS L1X;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897617602;5107422;Q8 NAK. DRZWI TYLNYCH DX RS L1X;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897617702;5107422;Q8 NAK. DRZWI TYLNYCH SX RS M8Y;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897617802;5107422;Q8 NAK. DRZWI TYLNYCH DX RS M8Y;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897658102;5107422;Q8 NAK. DRZWI PRZEDNICH SX BASIS Y3S;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897658202;5107422;Q8 NAK. DRZWI PRZEDNICH DX BASIS Y3S;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897658302;5107422;Q8 NAK. DRZWI PRZEDNICH SX BASIS L1X;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897658402;5107422;Q8 NAK. DRZWI PRZEDNICH DX BASIS L1X;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897658502;5107422;Q8 NAK. DRZWI PRZEDNICH SX BASIS M8Y;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897658602;5107422;Q8 NAK. DRZWI PRZEDNICH DX BASIS M8Y;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897658902;5107422;Q8 NAK. DRZWI PRZEDNICH SX BASIS 3HK;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897659002;5107422;Q8 NAK. DRZWI PRZEDNICH DX BASIS 3HK;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897659102;5107422;Q8 NAK. DRZWI TYLNYCH SX BASIS Y3S;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897659202;5107422;Q8 NAK. DRZWI TYLNYCH DX BASIS Y3S;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897659302;5107422;Q8 NAK. DRZWI TYLNYCH SX BASIS L1X;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897659402;5107422;Q8 NAK. DRZWI TYLNYCH DX BASIS L1X;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897659502;5107422;Q8 NAK. DRZWI TYLNYCH SX BASIS M8Y;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897659602;5107422;Q8 NAK. DRZWI TYLNYCH DX BASIS M8Y;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897659902;5107422;Q8 NAK. DRZWI TYLNYCH SX BASIS 3HK;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897660002;5107422;Q8 NAK. DRZWI TYLNYCH DX BASIS 3HK;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897660102;5107422;Q8 NAK. DRZWI PRZEDNICH SX BASIS C9X;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897660202;5107422;Q8 NAK. DRZWI PRZEDNICH DX BASIS C9X;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897660315;5107422;Q8 NAK. DRZWI PRZEDNICH SX BASIS GOFRO.;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897660415;5107422;Q8 NAK. DRZWI PRZEDNICH DX BASIS GOFRO.;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897660502;5107422;Q8 NAK. DRZWI PRZEDNICH SX BASIS Z7G;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897660602;5107422;Q8 NAK. DRZWI PRZEDNICH DX BASIS Z7G;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897660702;5107422;Q8 NAK. DRZWI PRZEDNICH SX BASIS S9R;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897660802;5107422;Q8 NAK. DRZWI PRZEDNICH DX BASIS S9R;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897660902;5107422;Q8 NAK. DRZWI PRZEDNICH SX BASIS 041;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897661002;5107422;Q8 NAK. DRZWI PRZEDNICH DX BASIS 041;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897661302;5107422;Q8 NAK. DRZWI PRZEDNICH SX BASIS Z7S;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897661402;5107422;Q8 NAK. DRZWI PRZEDNICH DX BASIS Z7S;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897661502;5107422;Q8 NAK. DRZWI PRZEDNICH SX BASIS C9A;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897661602;5107422;Q8 NAK. DRZWI PRZEDNICH DX BASIS C9A;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897661902;5107422;Q8 NAK. DRZWI PRZEDNICH SX BASIS Y2Y;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897662002;5107422;Q8 NAK. DRZWI PRZEDNICH DX BASIS Y2Y;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897662102;5107422;Q8 NAK. DRZWI PRZEDNICH SX BASIS V5Z;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897662202;5107422;Q8 NAK. DRZWI PRZEDNICH DX BASIS V5Z;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897662302;5107422;Q8 NAK. DRZWI PRZEDNICH SX BASIS M7Q;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897662402;5107422;Q8 NAK. DRZWI PRZEDNICH DX BASIS M7Q;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897662703;5107422;Q8 NAK. DRZWI PRZEDNICH SX BASIS PRIMER;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897662803;5107422;Q8 NAK. DRZWI PRZEDNICH DX BASIS PRIMER;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897662902;5107422;Q8 NAK. DRZWI PRZEDNICH SX BASIS X5H;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897663003;5107422;Q8 NAK. DRZWI PRZEDNICH DX BASIS X5H;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897665102;5107422;Q8 NAK. DRZWI TYLNYCH SX BASIS C9X;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897665202;5107422;Q8 NAK. DRZWI TYLNYCH DX BASIS C9X;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897665315;5107422;Q8 NAK. DRZWI TYLNYCH SX BASIS GOFRO.;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897665415;5107422;Q8 NAK. DRZWI TYLNYCH DX BASIS GOFRO.;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897665502;5107422;Q8 NAK. DRZWI TYLNYCH SX BASIS Z7G;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897665602;5107422;Q8 NAK. DRZWI TYLNYCH DX BASIS Z7G;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897665702;5107422;Q8 NAK. DRZWI TYLNYCH SX BASIS S9R;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897665802;5107422;Q8 NAK. DRZWI TYLNYCH DX BASIS S9R;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897665902;5107422;Q8 NAK. DRZWI TYLNYCH SX BASIS 041;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897666002;5107422;Q8 NAK. DRZWI TYLNYCH DX BASIS 041;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897666302;5107422;Q8 NAK. DRZWI TYLNYCH SX BASIS Z7S;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897666402;5107422;Q8 NAK. DRZWI TYLNYCH DX BASIS Z7S;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897666502;5107422;Q8 NAK. DRZWI TYLNYCH SX BASIS C9A;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897666602;5107422;Q8 NAK. DRZWI TYLNYCH DX BASIS C9A;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897666902;5107422;Q8 NAK. DRZWI TYLNYCH SX BASIS Y2Y;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897667002;5107422;Q8 NAK. DRZWI TYLNYCH DX BASIS Y2Y;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897667102;5107422;Q8 NAK. DRZWI TYLNYCH SX BASIS V5Z;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897667202;5107422;Q8 NAK. DRZWI TYLNYCH DX BASIS V5Z;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897667302;5107422;Q8 NAK. DRZWI TYLNYCH SX BASIS M7Q;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897667402;5107422;Q8 NAK. DRZWI TYLNYCH DX BASIS M7Q;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897667703;5107422;Q8 NAK. DRZWI TYLNYCH SX BASIS PRIMER;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897667803;5107422;Q8 NAK. DRZWI TYLNYCH DX BASIS PRIMER;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897667902;5107422;Q8 NAK. DRZWI TYLNYCH SX BASIS X5H;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897668003;5107422;Q8 NAK. DRZWI TYLNYCH DX BASIS X5H;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897670102;5107422;Q8 NAK.DRZWI PRZEDNICH SX S-LINE C9X;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897670202;5107422;Q8 NAK.DRZWI PRZEDNICH DX S-LINE C9X;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897670502;5107422;Q8 NAK.DRZWI PRZEDNICH SX S-LINE Z7G;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897670602;5107422;Q8 NAK.DRZWI PRZEDNICH DX S-LINE Z7G;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897670702;5107422;Q8 NAK.DRZWI PRZEDNICH SX S-LINE S9R;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897670802;5107422;Q8 NAK.DRZWI PRZEDNICH DX S-LINE S9R;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897670902;5107422;Q8 NAK.DRZWI PRZEDNICH SX S-LINE 041;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897671002;5107422;Q8 NAK.DRZWI PRZEDNICH DX S-LINE 041;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897671302;5107422;Q8 NAK.DRZWI PRZEDNICH SX S-LINE Z7S;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897671402;5107422;Q8 NAK.DRZWI PRZEDNICH DX S-LINE Z7S;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897671502;5107422;Q8 NAK.DRZWI PRZEDNICH SX S-LINE C9A;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897671602;5107422;Q8 NAK.DRZWI PRZEDNICH DX S-LINE C9A;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897671902;5107422;Q8 NAK.DRZWI PRZEDNICH SX S-LINE Y2Y;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897672002;5107422;Q8 NAK.DRZWI PRZEDNICH DX S-LINE Y2Y;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897672102;5107422;Q8 NAK.DRZWI PRZEDNICH SX S-LINE V5Z;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897672202;5107422;Q8 NAK.DRZWI PRZEDNICH DX S-LINE V5Z;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897672302;5107422;Q8 NAK.DRZWI PRZEDNICH SX S-LINE M7Q;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897672402;5107422;Q8 NAK.DRZWI PRZEDNICH DX S-LINE M7Q;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897672703;5107422;Q8 NAK.DRZWI PRZEDNICH SX S-LINE PRIMER;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897672803;5107422;Q8 NAK.DRZWI PRZEDNICH DX S-LINE PRIMER;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897672902;5107422;Q8 NAK.DRZWI PRZEDNICH SX S-LINE X5H;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897673002;5107422;Q8 NAK.DRZWI PRZEDNICH DX S-LINE X5H;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897673302;5107422;Q8 NAK.DRZWI PRZEDNICH SX S-LINE Y3S;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897673402;5107422;Q8 NAK.DRZWI PRZEDNICH DX S-LINE Y3S;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897673502;5107422;Q8 NAK.DRZWI PRZEDNICH SX S-LINE L1X;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897673602;5107422;Q8 NAK.DRZWI PRZEDNICH DX S-LINE L1X;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897673702;5107422;Q8 NAK.DRZWI PRZEDNICH SX S-LINE M8Y;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897673802;5107422;Q8 NAK.DRZWI PRZEDNICH DX S-LINE M8Y;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897675112;5107422;Q8 NAK.DRZWI TYLNYCH SX S-LINE C9X;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897675212;5107422;Q8 NAK.DRZWI TYLNYCH DX S-LINE C9X;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897675512;5107422;Q8 NAK.DRZWI TYLNYCH SX S-LINE Z7G;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897675612;5107422;Q8 NAK.DRZWI TYLNYCH DX S-LINE Z7G;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897675712;5107422;Q8 NAK.DRZWI TYLNYCH SX S-LINE S9R;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897675812;5107422;Q8 NAK.DRZWI TYLNYCH DX S-LINE S9R;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897675912;5107422;Q8 NAK.DRZWI TYLNYCH SX S-LINE 041;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897676012;5107422;Q8 NAK.DRZWI TYLNYCH DX S-LINE 041;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897676312;5107422;Q8 NAK.DRZWI TYLNYCH SX S-LINE Z7S;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897676412;5107422;Q8 NAK.DRZWI TYLNYCH DX S-LINE Z7S;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897676512;5107422;Q8 NAK.DRZWI TYLNYCH SX S-LINE C9A;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897676612;5107422;Q8 NAK.DRZWI TYLNYCH DX S-LINE C9A;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897676912;5107422;Q8 NAK.DRZWI TYLNYCH SX S-LINE Y2Y;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897677012;5107422;Q8 NAK.DRZWI TYLNYCH DX S-LINE Y2Y;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897677112;5107422;Q8 NAK.DRZWI TYLNYCH SX S-LINE V5Z;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897677212;5107422;Q8 NAK.DRZWI TYLNYCH DX S-LINE V5Z;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897677312;5107422;Q8 NAK.DRZWI TYLNYCH SX S-LINE M7Q;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897677412;5107422;Q8 NAK.DRZWI TYLNYCH DX S-LINE M7Q;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897677713;5107422;Q8 NAK.DRZWI TYLNYCH SX S-LINE PRIMER;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897677813;5107422;Q8 NAK.DRZWI TYLNYCH DX S-LINE PRIMER;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897677912;5107422;Q8 NAK.DRZWI TYLNYCH SX S-LINE X5H;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897678012;5107422;Q8 NAK.DRZWI TYLNYCH DX S-LINE X5H;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897678302;5107422;Q8 NAK.DRZWI TYLNYCH SX S-LINE Y3S;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897678402;5107422;Q8 NAK.DRZWI TYLNYCH DX S-LINE Y3S;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897678502;5107422;Q8 NAK.DRZWI TYLNYCH SX S-LINE L1X;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897678602;5107422;Q8 NAK.DRZWI TYLNYCH DX S-LINE L1X;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
